,P-ASP Date,Building / Address,Floor,Unit,GFA (ft??),SA (ft??),Leased / Sold,Price(HK$),Price/ft2(GFA),Price/ft2(SA),Source
306,9/1/2022,Aberdeen??PELENE MAN                              ,H,         A,388,279,Leased ,"11,000",@28,@39,GOOD PROFIT PROPERTY AGENCY                           
307,9/1/2022,Aberdeen??SOUTH WALK AURA                         ,??????,         C,,194,Leased ,"10,000",,@52,GOOD PROFIT PROPERTY AGENCY                           
308,9/1/2022,Tseung Kwan O??SERENITY PLACE BLK 02,H,B,778,595,Leased ,"16,000",@21,@27,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
309,8/1/2022,Aberdeen??SOUTH COAST                             ,M,         F,,214,Leased ,"10,200",,@48,GOOD PROFIT PROPERTY AGENCY                           
310,8/1/2022,Aberdeen??KAM FUNG BLDG                           ,H,         F,562,443,Leased ,"15,000",@27,@34,GOOD PROFIT PROPERTY AGENCY                           
311,7/1/2022,Tseung Kwan O??PO MING COURT BLK A (HOS),H,10,281,211,Leased ,"9,600",@34,@45,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
312,7/1/2022,Tseung Kwan O??LA CITE NOBLE BLK 05,H,G,527,377,Leased ,"14,800",@28,@39,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
313,7/1/2022,Aberdeen??MOSBERT MAN                             ,H,         A,450,363,Leased ,"11,000",@24,@30,GOOD PROFIT PROPERTY AGENCY                           
314,6/1/2022,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 23    ,16,         B,669,522,Leased ,"16,800",@25,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
315,6/1/2022,Yau Tong??LAGUNA CITY PH 01 BLK 15                ,2,         C,664,522,Leased ,"14,200",@21,@27,CENTURY 21 HOME-LY PROPERTY AGENCY                    
316,5/1/2022,Tseung Kwan O??PO MING COURT BLK B (HOS),M,5,283,213,Leased ,"9,500",@34,@45,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
317,5/1/2022,Tseung Kwan O??HONG SING GDN BLK 03 (PSPS),M,M,653,589,Leased ,"13,000",@20,@22,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
318,5/1/2022,Aberdeen??YEE TIAM BLDG                           ,H,         B,400,297,Leased ,"11,000",@28,@37,GOOD PROFIT PROPERTY AGENCY                           
319,4/1/2022,Tseung Kwan O??PO MING COURT BLK B (HOS),H,16,281,211,Leased ,"9,200",@33,@44,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
320,4/1/2022,Aberdeen??ABERDEEN CTR BLK G KONG CHEUNG COURT    ,M,4,668,559,Leased ,"19,000",@28,@34,GOOD PROFIT PROPERTY AGENCY                           
321,4/1/2022,Tseung Kwan O??TWIN PEAKS TWR 02,L,C,,372,Leased ,"15,500",,@42,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
322,3/1/2022,Lam Tin??SCENEWAY GDN BLK 16                     ,22,         E,910,720,Leased ,"23,500",@26,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
323,3/1/2022,Yau Tong??LAGUNA CITY PH 02 BLK 30                ,1,         B,639,517,Leased ,"13,500",@21,@26,CENTURY 21 HOME-LY PROPERTY AGENCY                    
324,3/1/2022,Aberdeen??ABBA HSE BLK A                          ,M,7,422,325,Leased ,"12,500",@30,@38,GOOD PROFIT PROPERTY AGENCY                           
325,3/1/2022,Tseung Kwan O??OSCAR BY THE SEA BLK 07,H,E,698,522,Leased ,"15,500",@22,@30,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
326,3/1/2022,Tseung Kwan O??LOHAS PARK PH 07A MONTARA TWR 02B,H,E,,368,Leased ,"14,000",,@38,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
327,3/1/2022,Tseung Kwan O??NAN FUNG PLAZA TWR 06,H,C,809,608,Leased ,"19,000",@23,@31,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
328,2/1/2022,Aberdeen??ABERDEEN HARBOUR MANS                   ,M,         H,529,423,Leased ,"12,000",@23,@28,GOOD PROFIT PROPERTY AGENCY                           
329,1/1/2022,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 10    ,16,         F,644,517,Leased ,"15,300",@24,@30,CENTURY 21 HOME-LY PROPERTY AGENCY                    
330,1/1/2022,Aberdeen??ABERDEEN CTR BLK A HOI CHUN COURT       ,H,2,529,438,Leased ,"16,000",@30,@37,GOOD PROFIT PROPERTY AGENCY                           
331,1/1/2022,Tseung Kwan O??METRO CITY PH 03 THE METROPOLIS TWR 01,M,F,866,626,Leased ,"21,500",@25,@34,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
332,31/12/2021,Yau Tong??LAGUNA CITY PH 02 BLK 24                ,11,         D,857,687,Leased ,"21,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
333,31/12/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 21    ,19,         C,644,517,Leased ,"15,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
334,31/12/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 20    ,18,         B,644,517,Leased ,"16,500",@26,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
335,31/12/2021,Yau Tong??LAGUNA CITY PH 04 BLK 19                ,22,         H,941,748,Leased ,"21,000",@22,@28,CENTURY 21 HOME-LY PROPERTY AGENCY                    
336,31/12/2021,Yau Tong??LAGUNA CITY PH 04 BLK 18                ,1,         C,639,517,Leased ,"13,500",@21,@26,CENTURY 21 HOME-LY PROPERTY AGENCY                    
337,31/12/2021,Yau Tong??LAGUNA CITY PH 03 BLK 38                ,25,         G,644,517,Leased ,"15,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
338,31/12/2021,Yau Tong??LAGUNA CITY PH 02 BLK 30                ,24,         D,857,687,Leased ,"20,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
339,31/12/2021,Yau Tong??LAGUNA CITY PH 02 BLK 25                ,14,         C,639,517,Leased ,"15,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
340,31/12/2021,Yau Tong??LAGUNA CITY PH 01 BLK 14                ,5,         F,639,517,Leased ,"14,000",@22,@27,CENTURY 21 HOME-LY PROPERTY AGENCY                    
341,31/12/2021,Yau Tong??LAGUNA CITY PH 01 BLK 13                ,14,         C,664,522,Leased ,"15,800",@24,@30,CENTURY 21 HOME-LY PROPERTY AGENCY                    
342,31/12/2021,Yau Tong??LAGUNA CITY PH 01 BLK 02                ,23,         F,639,517,Leased ,"17,200",@27,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
343,30/12/2021,Aberdeen??NING FUNG MAN                           ,H,         F,346,284,Leased ,"12,000",@35,@42,GOOD PROFIT PROPERTY AGENCY                           
344,29/12/2021,Aberdeen??KONG KAI BLDG                           ,L,         B,525,355,Leased ,"13,000",@25,@37,GOOD PROFIT PROPERTY AGENCY                           
345,28/12/2021,Tseung Kwan O??YAN MING COURT BLK D (HOS),M,4,,,Leased ,"15,500",,,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
346,28/12/2021,Tseung Kwan O??PARK CENTRAL PH 01 TWR 06,H,C,899,684,Leased ,"22,500",@25,@33,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
347,26/12/2021,Tseung Kwan O??FINERY PARK BLK 02,L,C,757,556,Leased ,"15,000",@20,@27,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
348,26/12/2021,Tseung Kwan O??TSEUNG KWAN O PLAZA PH 01 TWR 03,H,B,782,619,Leased ,"19,500",@25,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
349,26/12/2021,Tseung Kwan O??YING MING COURT BLK C MING TAT HSE (HOS),M,8,513,401,Leased ,"13,000",@25,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
350,25/12/2021,Aberdeen??BILLION COURT                           ,H,         B,486,386,Leased ,"15,800",@33,@41,GOOD PROFIT PROPERTY AGENCY                           
351,24/12/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 23    ,21,         H,939,748,Leased ,"22,800",@24,@30,CENTURY 21 HOME-LY PROPERTY AGENCY                    
352,23/12/2021,Tseung Kwan O??PO LAM EST BLK 01 PO YAN HSE,L,1,,381,Leased ,"10,500",,@28,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
353,22/12/2021,Tseung Kwan O??KWONG MING COURT PH 01 BLK G (HOS),H,13,708,530,Leased ,"15,000",@21,@28,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
354,22/12/2021,Tseung Kwan O??GRANDIOSE BLK 02,H,E,589,440,Leased ,"16,800",@29,@38,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
355,21/12/2021,Tseung Kwan O??YING MING COURT BLK A MING YUEN HSE (HOS,M,5,513,401,Leased ,"13,000",@25,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
356,21/12/2021,Tseung Kwan O??LOHAS PARK PH 02 TWR 02 LEFT,H,LD,952,714,Leased ,"19,000",@20,@27,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
357,20/12/2021,Tseung Kwan O??YU MING COURT PH 01 BLK B (HOS),L,13,737,546,Leased ,"13,500",@18,@25,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
358,19/12/2021,Tseung Kwan O??OSCAR BY THE SEA BLK 07,H,D,,,Leased ,"17,500",,,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
359,19/12/2021,Aberdeen??PELENE MAN                              ,L,         E,401,285,Leased ,"11,000",@27,@39,GOOD PROFIT PROPERTY AGENCY                           
360,18/12/2021,Tseung Kwan O??WELL ON SHOPPING ARCADE,L,,332,,Leased ,"9,700",@29,,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
361,18/12/2021,Tseung Kwan O??TONG MING COURT BLK A (HOS),H,4,709,530,Leased ,"14,000",@20,@26,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
362,18/12/2021,Tseung Kwan O??BEVERLY GDN PH 02 BLK 05 (PSPS),M,A,504,431,Leased ,"14,000",@28,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
363,18/12/2021,Tseung Kwan O??EAST POINT CITY BLK 02,H,G,595,463,Leased ,"15,700",@26,@34,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
364,18/12/2021,Tseung Kwan O??YING MING COURT BLK A MING YUEN HSE (HOS,L,4,826,645,Leased ,"16,000",@19,@25,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
365,17/12/2021,Yau Tong??LAGUNA CITY PH 02 BLK 30                ,2,         F,639,517,Leased ,"13,000",@20,@25,CENTURY 21 HOME-LY PROPERTY AGENCY                    
366,17/12/2021,Aberdeen??SOUTH WALK AURA                         ,M,         D,,195,Leased ,"9,500",,@49,GOOD PROFIT PROPERTY AGENCY                           
367,17/12/2021,Aberdeen??TUNG NAM BLDG                           ,H,         D,500,402,Leased ,"11,000",@22,@27,GOOD PROFIT PROPERTY AGENCY                           
368,16/12/2021,Aberdeen??ABERDEEN CTR BLK I KONG WING COURT      ,??????,6,547,448,Leased ,"15,500",@28,@35,GOOD PROFIT PROPERTY AGENCY                           
369,16/12/2021,Aberdeen??ABERDEEN CTR BLK E KONG FU COURT        ,H,5,668,559,Leased ,"19,000",@28,@34,GOOD PROFIT PROPERTY AGENCY                           
370,16/12/2021,Yau Tong??LAGUNA CITY PH 01 BLK 01                ,1,         E,857,687,Leased ,"20,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
371,15/12/2021,Lam Tin??SCENEWAY GDN BLK 07                     ,6,         D,680,537,Leased ,"17,000",@25,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
372,15/12/2021,Aberdeen??ABBA HSE BLK B                          ,H,1,399,304,Leased ,"11,000",@28,@36,GOOD PROFIT PROPERTY AGENCY                           
373,14/12/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 23    ,8,        AB,"1,608","1,270",Leased ,"41,000",@25,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
374,14/12/2021,Yau Tong??LAGUNA CITY PH 01 BLK 05                ,2,        EF,"1,496","1,204",Leased ,"38,000",@25,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
375,14/12/2021,Yau Tong??LAGUNA CITY PH 03 BLK 32                ,23,         D,861,687,Leased ,"19,000",@22,@28,CENTURY 21 HOME-LY PROPERTY AGENCY                    
376,13/12/2021,Tseung Kwan O??KWONG MING COURT PH 01 BLK D (HOS),H,6,574,429,Leased ,"13,500",@24,@31,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
377,13/12/2021,Aberdeen??YUE FAI COURT BLK F (HOS)               ,H,6,460,384,Leased ,"13,000",@28,@34,GOOD PROFIT PROPERTY AGENCY                           
378,13/12/2021,Aberdeen??ABERDEEN CTR BLK C HOI SHAN COURT       ,L,3,526,432,Leased ,"14,300",@27,@33,GOOD PROFIT PROPERTY AGENCY                           
379,12/12/2021,Tseung Kwan O??YAN MING COURT BLK E (HOS),H,6,514,401,Leased ,"12,300",@24,@31,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
380,11/12/2021,Tseung Kwan O??WELL ON GDN BLK 04,M,E,488,354,Leased ,"13,000",@27,@37,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
381,11/12/2021,Aberdeen??ABERDEEN CTR BLK P MEI KWONG COURT      ,L,4,689,576,Leased ,"22,000",@32,@38,GOOD PROFIT PROPERTY AGENCY                           
382,10/12/2021,Tseung Kwan O??WELL ON GDN,L,??????,,,Leased ,"3,100",,,Century 21 (Tseung Kwan O)
383,10/12/2021,Aberdeen??ALBERT HSE                              ,H,         D,541,407,Leased ,"13,200",@24,@32,GOOD PROFIT PROPERTY AGENCY                           
384,10/12/2021,Aberdeen??ABBA HSE BLK A                          ,H,1,391,304,Leased ,"11,000",@28,@36,GOOD PROFIT PROPERTY AGENCY                           
385,8/12/2021,Tseung Kwan O??METRO CITY PH 02,L,??????,,,Leased ,"2,800",,,Century 21 (Tseung Kwan O)
386,8/12/2021,Tseung Kwan O??EAST POINT CITY BLK 05,M,C,592,466,Leased ,"16,000",@27,@34,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
387,7/12/2021,Pokfulam??KA LUNG COURT BLK B KA PING HSE (HOS)   ,H,8,515,401,Leased ,"14,500",@28,@36,GOOD PROFIT PROPERTY AGENCY                           
388,7/12/2021,Tseung Kwan O??TONG MING COURT BLK B (HOS),L,13,722,539,Leased ,"15,500",@21,@29,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
389,7/12/2021,Tseung Kwan O??LA CITE NOBLE BLK 02,H,C,527,377,Leased ,"15,000",@28,@40,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
390,7/12/2021,Tseung Kwan O??GRANDIOSE BLK 02,H,A,674,503,Leased ,"17,500",@26,@35,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
391,6/12/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 12    ,1,         H,939,748,Leased ,"22,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
392,6/12/2021,Tseung Kwan O??KWONG MING COURT PH 01 BLK D (HOS),H,7,574,429,Leased ,"13,800",@24,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
393,5/12/2021,Yau Tong??LAGUNA CITY PH 03 BLK 34                ,4,         B,669,522,Leased ,"14,800",@22,@28,CENTURY 21 HOME-LY PROPERTY AGENCY                    
394,5/12/2021,Tseung Kwan O??FINERY PARK BLK 01,H,H,564,410,Leased ,"14,000",@25,@34,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
395,5/12/2021,Aberdeen??ABERDEEN CTR BLK M HOI TIN COURT        ,L,3,526,432,Leased ,"15,800",@30,@37,GOOD PROFIT PROPERTY AGENCY                           
396,4/12/2021,Aberdeen??YUE FAI COURT BLK C (HOS)               ,??????,6,460,384,Leased ,"12,500",@27,@33,GOOD PROFIT PROPERTY AGENCY                           
397,4/12/2021,Tseung Kwan O??GRANDIOSE BLK 01,H,F,602,456,Leased ,"16,800",@28,@37,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
398,4/12/2021,Tseung Kwan O??METRO CITY PH 02 TWR 02,L,C,515,363,Leased ,"14,500",@28,@40,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
399,4/12/2021,Aberdeen??KA WO BLDG BLK A                        ,L,1,464,371,Leased ,"12,500",@27,@34,GOOD PROFIT PROPERTY AGENCY                           
400,3/12/2021,Tseung Kwan O??METRO CITY PH 02,L,??????,,,Leased ,"3,100",,,Century 21 (Tseung Kwan O)
401,3/12/2021,Tseung Kwan O??LA CITE NOBLE BLK 01,H,D,603,434,Leased ,"16,000",@27,@37,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
402,2/12/2021,Tseung Kwan O??BEVERLY GDN,L,??????,,,Leased ,"3,200",,,Century 21 (Tseung Kwan O)
403,2/12/2021,Tseung Kwan O??FINERY PARK,L,??????,,,Leased ,"3,000",,,Century 21 (Tseung Kwan O)
404,30/11/2021,Lam Tin??SCENEWAY GDN BLK 16                     ,11,         D,783,614,Leased ,"19,800",@25,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
405,29/11/2021,Yau Tong??LAGUNA CITY PH 04 BLK 18                ,4,         G,639,517,Leased ,"15,300",@24,@30,CENTURY 21 HOME-LY PROPERTY AGENCY                    
406,29/11/2021,Aberdeen??KIN FAI BLDG                            ,L,         B,343,274,Leased ,"9,500",@28,@35,GOOD PROFIT PROPERTY AGENCY                           
407,29/11/2021,Aberdeen??YUE ON COURT BLK D (HOS)                ,L,1,618,504,Leased ,"14,500",@23,@29,GOOD PROFIT PROPERTY AGENCY                           
408,29/11/2021,Aberdeen??COBLE COURT                             ,L,         D,461,383,Leased ,"13,500",@29,@35,GOOD PROFIT PROPERTY AGENCY                           
409,29/11/2021,Aberdeen??WAI KING MAN                            ,??????,         B,658,437,Leased ,"15,000",@23,@34,GOOD PROFIT PROPERTY AGENCY                           
410,29/11/2021,Aberdeen??COMFORT CTR                             ,H,         F,519,386,Leased ,"14,800",@29,@38,GOOD PROFIT PROPERTY AGENCY                           
411,28/11/2021,Lam Tin??SCENEWAY GDN BLK 16                     ,8,         C,785,612,Leased ,"20,000",@25,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
412,28/11/2021,Tseung Kwan O??PO MING COURT BLK A (HOS),H,1,281,211,Leased ,"9,500",@34,@45,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
413,28/11/2021,Tseung Kwan O??KING MING COURT BLK A HEI KING HSE (HOS),M,7,711,554,Leased ,"13,500",@19,@24,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
414,28/11/2021,Tseung Kwan O??MARITIME BAY BLK 01,H,B,890,668,Leased ,"24,500",@28,@37,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
415,27/11/2021,Tseung Kwan O??METRO CITY PH 03 THE METROPOLIS TWR 04,H,H,862,631,Leased ,"20,000",@23,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
416,27/11/2021,Aberdeen??COMFORT CTR                             ,H,         D,504,375,Leased ,"14,000",@28,@37,GOOD PROFIT PROPERTY AGENCY                           
417,27/11/2021,Wong Chuk Hang??GRANDVIEW GDN BLK 02                    ,M,         C,454,329,Leased ,"9,000",@20,@27,GOOD PROFIT PROPERTY AGENCY                           
418,27/11/2021,Aberdeen??COMFORT CTR                             ,H,         C,504,375,Leased ,"15,500",@31,@41,GOOD PROFIT PROPERTY AGENCY                           
419,26/11/2021,Yau Tong??LAGUNA CITY PH 04 BLK 22                ,15,         H,939,748,Leased ,"24,000",@26,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
420,26/11/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 21    ,17,         F,644,517,Leased ,"13,800",@21,@27,CENTURY 21 HOME-LY PROPERTY AGENCY                    
421,26/11/2021,Tseung Kwan O??METRO CITY PH 02 TWR 03,M,F,516,363,Leased ,"15,000",@29,@41,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
422,24/11/2021,Lam Tin??SCENEWAY GDN BLK 02                     ,17,         G,785,612,Leased ,"20,000",@25,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
423,22/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 04                ,25,         F,639,517,Leased ,"16,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
424,22/11/2021,Aberdeen??ON FAI BLDG                             ,L,         B,412,344,Leased ,"12,000",@29,@35,GOOD PROFIT PROPERTY AGENCY                           
425,21/11/2021,Yau Tong??LAGUNA CITY PH 02 BLK 27                ,10,         G,639,517,Leased ,"16,500",@26,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
426,21/11/2021,Tseung Kwan O??METRO CITY PH 01 TWR 05,H,G,909,701,Leased ,"22,000",@24,@31,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
427,20/11/2021,Lam Tin??SCENEWAY GDN BLK 16                     ,20,         C,785,612,Leased ,"20,500",@26,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
428,20/11/2021,Yau Tong??LAGUNA CITY PH 02 BLK 30                ,5,         H,932,748,Leased ,"22,500",@24,@30,CENTURY 21 HOME-LY PROPERTY AGENCY                    
429,20/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 06                ,3,         F,639,517,Leased ,"16,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
430,20/11/2021,Yau Tong??LAGUNA CITY PH 03 BLK 38                ,21,         B,660,525,Leased ,"17,800",@27,@34,CENTURY 21 HOME-LY PROPERTY AGENCY                    
431,19/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 14                ,14,         B,639,517,Leased ,"16,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
432,19/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 01                ,10,         B,664,522,Leased ,"15,300",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
433,19/11/2021,Tseung Kwan O??MARITIME BAY BLK 01,L,C,595,432,Leased ,"15,500",@26,@36,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
434,17/11/2021,Yau Tong??LAGUNA CITY PH 04 BLK 11                ,10,         D,863,687,Leased ,"22,500",@26,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
435,17/11/2021,Aberdeen??JING HUI GDN BLK 02                     ,H,         F,529,406,Leased ,"13,000",@25,@32,GOOD PROFIT PROPERTY AGENCY                           
436,16/11/2021,Aberdeen??KIN FAI BLDG                            ,H,         E,343,274,Leased ,"12,300",@36,@45,GOOD PROFIT PROPERTY AGENCY                           
437,15/11/2021,Yau Tong??LAGUNA CITY PH 03 BLK 37                ,4,         G,644,517,Leased ,"16,800",@26,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
438,15/11/2021,Tseung Kwan O??METRO CITY PH 03 THE METROPOLIS TWR 01,H,G,866,626,Leased ,"20,000",@23,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
439,15/11/2021,Aberdeen??OCEAN HSE                               ,??????,         C,444,327,Leased ,"13,000",@29,@40,GOOD PROFIT PROPERTY AGENCY                           
440,14/11/2021,Tseung Kwan O??METRO CITY PH 01 TWR 03,H,B,511,364,Leased ,"14,500",@28,@40,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
441,13/11/2021,Lam Tin??SCENEWAY GDN BLK 06                     ,32,         G,785,612,Leased ,"20,500",@26,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
442,13/11/2021,Aberdeen??YUE FAI COURT BLK B (HOS)               ,??????,1,502,419,Leased ,"14,500",@29,@35,GOOD PROFIT PROPERTY AGENCY                           
443,13/11/2021,Tseung Kwan O??YING MING COURT BLK C MING TAT HSE (HOS),M,10,710,554,Leased ,"14,000",@20,@25,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
444,13/11/2021,Tseung Kwan O??METRO CITY PH 03 THE METROPOLIS TWR 02,H,C,573,406,Leased ,"16,500",@29,@41,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
445,11/11/2021,Aberdeen??H BONAIRE                               ,H,         B,,321,Leased ,"18,000",,@56,GOOD PROFIT PROPERTY AGENCY                           
446,10/11/2021,Yau Tong??LAGUNA CITY PH 02 BLK 31                ,20,         B,664,522,Leased ,"17,500",@26,@34,CENTURY 21 HOME-LY PROPERTY AGENCY                    
447,10/11/2021,Aberdeen??LEE FAT BLDG                            ,H,         A,546,401,Leased ,"15,500",@28,@39,GOOD PROFIT PROPERTY AGENCY                           
448,9/11/2021,Yau Tong??LAGUNA CITY PH 03 BLK 33                ,10,         G,669,522,Leased ,"16,000",@24,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
449,9/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 07                ,17,         D,857,687,Leased ,"19,500",@23,@28,CENTURY 21 HOME-LY PROPERTY AGENCY                    
450,9/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 05                ,11,         F,639,517,Leased ,"15,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
451,9/11/2021,Yau Tong??LAGUNA CITY PH 02 BLK 29                ,3,         C,664,522,Leased ,"17,800",@27,@34,CENTURY 21 HOME-LY PROPERTY AGENCY                    
452,9/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 05                ,7,         C,639,517,Leased ,"17,000",@27,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
453,9/11/2021,Aberdeen??KIN FAI BLDG                            ,M,         A,359,287,Leased ,"12,400",@35,@43,GOOD PROFIT PROPERTY AGENCY                           
454,9/11/2021,Aberdeen??YUE FAI COURT BLK B (HOS)               ,L,6,460,384,Leased ,"13,300",@29,@35,GOOD PROFIT PROPERTY AGENCY                           
455,9/11/2021,Tseung Kwan O??HONG SING GDN BLK 05 (PSPS),M,K,500,450,Leased ,"12,800",@26,@28,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
456,7/11/2021,Lam Tin??SCENEWAY GDN BLK 02                     ,8,         H,783,614,Leased ,"19,500",@25,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
457,7/11/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 12    ,5,         C,669,522,Leased ,"16,000",@24,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
458,7/11/2021,Tseung Kwan O??EAST POINT CITY BLK 02,H,G,595,463,Leased ,"15,300",@26,@33,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
459,7/11/2021,Tseung Kwan O??BEVERLY GDN PH 01 BLK 03 (PSPS),M,E,566,484,Leased ,"14,300",@25,@30,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
460,7/11/2021,Aberdeen??SOUTH COAST                             ,H,         D,,254,Leased ,"14,600",,@57,GOOD PROFIT PROPERTY AGENCY                           
461,6/11/2021,Aberdeen??NGAN FUNG BLDG                          ,H,         B,572,382,Leased ,"15,000",@26,@39,GOOD PROFIT PROPERTY AGENCY                           
462,6/11/2021,Aberdeen??HUNG FOOK COURT                         ,H,         A,464,300,Leased ,"13,000",@28,@43,GOOD PROFIT PROPERTY AGENCY                           
463,6/11/2021,Aberdeen??YUE FAI COURT BLK C (HOS)               ,H,8,502,419,Leased ,"13,300",@26,@32,GOOD PROFIT PROPERTY AGENCY                           
